relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
5,sand,smooth,dusty,smooth,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,probe,2.0,22
17,weaken,resolve,,,Change,SIMILAR,example,,23
17,muffle,sound,,,Change,SIMILAR,example,,23
17,bonus,income,,,Change,SIMILAR,example,,23
17,drought,water,,,Change,SIMILAR,example,,23
17,terror,fear,fear,attack,Change,SIMILAR,probe,1.0,23
-1,baseline,baseline,,,baseline,baseline,baseline,,24
5,bend,curved,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,25
5,explode,debris,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,25
5,annoy,irritated,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,25
5,fix,repaired,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,25
5,joke,laughter,applause,laughter,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,probe,2.0,25
