relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
18,constellation,Orion,,,ClassIndividual,CLASS-INCLUSION,example,,8
18,dinosaur,Triceratops,,,ClassIndividual,CLASS-INCLUSION,example,,8
18,princess,Diana,tiara,diana,ClassIndividual,CLASS-INCLUSION,probe,2.0,8
2,trudge,energetically,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,9
2,deceive,truthfully,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,9
2,beg,arrogantly,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,9
2,roar,softly,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,9
2,stumble,gracefully,gracefully,suddenly,Action:Action Nonattribute,NON-ATTRIBUTE,probe,1.0,9
-1,baseline,baseline,,,baseline,baseline,baseline,,10
16,rip,mend,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,11
16,pain,wince,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,11
16,clutter,organize,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,11
16,disgust,grimace,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,11
16,suspicion,question,question,search,Cause:Compensatory Action,CAUSE-PURPOSE,probe,1.0,11
22,iron,steel,,,Conversion,SIMILAR,example,,12
22,egg,chick,,,Conversion,SIMILAR,example,,12
22,milk,cheese,,,Conversion,SIMILAR,example,,12
22,flower,fruit,,,Conversion,SIMILAR,example,,12
22,wood,charcoal,coal,charcoal,Conversion,SIMILAR,probe,2.0,12
-1,baseline,baseline,,,baseline,baseline,baseline,,13
2,dominate,submissively,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,14
2,strut,shyly,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,14
2,stare,intermittently,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,14
2,fling,meticulously,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,14
2,panic,calmly,calmly,fear,Action:Action Nonattribute,NON-ATTRIBUTE,probe,1.0,14
16,leak,fix,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,15
16,itch,scratch,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,15
16,coldness,shiver,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,15
16,craving,indulge,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,15
16,debt,repay,repay,borrow,Cause:Compensatory Action,CAUSE-PURPOSE,probe,1.0,15
18,singer,Madonna,,,ClassIndividual,CLASS-INCLUSION,example,,16
18,queen,Elizabeth,,,ClassIndividual,CLASS-INCLUSION,example,,16
18,author,Shakespeare,,,ClassIndividual,CLASS-INCLUSION,example,,16
18,city,Dallas,,,ClassIndividual,CLASS-INCLUSION,example,,16
18,country,Egypt,egypt,cairo,ClassIndividual,CLASS-INCLUSION,probe,1.0,16
2,ramble,concisely,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,17
2,frown,happily,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,17
2,clutter,tidily,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,17
2,glare,nicely,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,17
2,cringe,proudly,nervously,proudly,Action:Action Nonattribute,NON-ATTRIBUTE,probe,2.0,17
16,poverty,work,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,18
16,failure,retry,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,18
16,thirst,drink,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,18
16,alarm,wake,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,18
16,boredom,yawn,clock,yawn,Cause:Compensatory Action,CAUSE-PURPOSE,probe,2.0,18
-1,baseline,baseline,,,baseline,baseline,baseline,,19
18,river,Amazon,,,ClassIndividual,CLASS-INCLUSION,example,,20
18,element,Oxygen,,,ClassIndividual,CLASS-INCLUSION,example,,20
18,state,Texas,,,ClassIndividual,CLASS-INCLUSION,example,,20
18,grain,Rice,,,ClassIndividual,CLASS-INCLUSION,example,,20
18,continent,Africa,africa,mediterranean,ClassIndividual,CLASS-INCLUSION,probe,1.0,20
2,pout,contentedly,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,21
2,abandon,loyally,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,21
2,command,meekly,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,21
2,cower,confidently,,,Action:Action Nonattribute,NON-ATTRIBUTE,example,,21
2,gawk,discreetly,rudely,discreetly,Action:Action Nonattribute,NON-ATTRIBUTE,probe,2.0,21
22,acorn,oak,,,Conversion,SIMILAR,example,,22
22,cocoa,chocolate,,,Conversion,SIMILAR,example,,22
22,chick,chicken,,,Conversion,SIMILAR,example,,22
22,draft,essay,,,Conversion,SIMILAR,example,,22
22,seedling,tree,tree,sapling,Conversion,SIMILAR,probe,1.0,22
18,fruit,Banana,,,ClassIndividual,CLASS-INCLUSION,example,,23
18,tool,Hammer,,,ClassIndividual,CLASS-INCLUSION,example,,23
18,spice,Cinnamon,,,ClassIndividual,CLASS-INCLUSION,example,,23
18,planet,Earth,,,ClassIndividual,CLASS-INCLUSION,example,,23
18,university,Yale,yale,college,ClassIndividual,CLASS-INCLUSION,probe,1.0,23
16,ignorance,study,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,24
16,stress,relax,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,24
16,injustice,protest,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,24
16,storm,shelter,,,Cause:Compensatory Action,CAUSE-PURPOSE,example,,24
16,guilt,confess,blame,confess,Cause:Compensatory Action,CAUSE-PURPOSE,probe,2.0,24
22,stone,statue,,,Conversion,SIMILAR,example,,25
22,wool,yarn,,,Conversion,SIMILAR,example,,25
22,plum,prune,,,Conversion,SIMILAR,example,,25
22,cub,bear,,,Conversion,SIMILAR,example,,25
22,yarn,sweater,sweater,closet,Conversion,SIMILAR,probe,1.0,25
