relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
7,indifferent,apathy,,,Agent Attribute:State,ATTRIBUTE,example,,13
7,lethargic,fatigue,fatigue,sluggish,Agent Attribute:State,ATTRIBUTE,probe,1.0,13
48,fruit,ripen,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,14
48,artist,paint,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,14
48,thunder,rumble,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,14
48,computer,compute,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,14
48,sailor,sail,sail,tie,Object:Typical Action (noun.verb),ATTRIBUTE,probe,1.0,14
-1,baseline,baseline,,,baseline,baseline,baseline,,15
33,utensil,spoon,,,Functional,CLASS-INCLUSION,example,,16
33,appliance,oven,,,Functional,CLASS-INCLUSION,example,,16
33,currency,coin,,,Functional,CLASS-INCLUSION,example,,16
33,cushion,pillow,,,Functional,CLASS-INCLUSION,example,,16
33,vessel,pot,stove,pot,Functional,CLASS-INCLUSION,probe,2.0,16
7,panicked,terror,,,Agent Attribute:State,ATTRIBUTE,example,,17
7,alarmed,fright,,,Agent Attribute:State,ATTRIBUTE,example,,17
7,anxious,worry,,,Agent Attribute:State,ATTRIBUTE,example,,17
7,outraged,fury,,,Agent Attribute:State,ATTRIBUTE,example,,17
7,lonely,isolation,emptiness,isolation,Agent Attribute:State,ATTRIBUTE,probe,2.0,17
58,performance,applause,,,Sequence,SPACE-TIME,example,,18
58,application,interview,,,Sequence,SPACE-TIME,example,,18
58,overture,opera,,,Sequence,SPACE-TIME,example,,18
58,symptom,diagnosis,,,Sequence,SPACE-TIME,example,,18
58,illness,recovery,symptoms,recovery,Sequence,SPACE-TIME,probe,2.0,18
48,cat,purr,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,19
48,gardener,plant,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,19
48,turtle,crawl,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,19
48,stomach,digest,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,19
48,rooster,crow,crow,flap,Object:Typical Action (noun.verb),ATTRIBUTE,probe,1.0,19
33,barrier,fence,,,Functional,CLASS-INCLUSION,example,,20
33,disinfectant,bleach,,,Functional,CLASS-INCLUSION,example,,20
33,clothing,shirt,,,Functional,CLASS-INCLUSION,example,,20
33,pastry,croissant,,,Functional,CLASS-INCLUSION,example,,20
33,medicine,aspirin,water,aspirin,Functional,CLASS-INCLUSION,probe,2.0,20
-1,baseline,baseline,,,baseline,baseline,baseline,,21
58,lunch,dinner,,,Sequence,SPACE-TIME,example,,22
58,engagement,wedding,,,Sequence,SPACE-TIME,example,,22
58,letter,postscript,,,Sequence,SPACE-TIME,example,,22
58,morning,afternoon,,,Sequence,SPACE-TIME,example,,22
58,meal,dessert,dessert,salad,Sequence,SPACE-TIME,probe,1.0,22
48,writer,write,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,23
48,rabbit,hop,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,23
48,volcano,erupt,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,23
48,frog,croak,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,23
48,flower,bloom,bloom,wilt,Object:Typical Action (noun.verb),ATTRIBUTE,probe,1.0,23
7,devoted,dedication,,,Agent Attribute:State,ATTRIBUTE,example,,24
7,dejected,disappointment,,,Agent Attribute:State,ATTRIBUTE,example,,24
7,irritable,annoyance,,,Agent Attribute:State,ATTRIBUTE,example,,24
7,pensive,reflection,,,Agent Attribute:State,ATTRIBUTE,example,,24
7,resentful,bitterness,jealousy,bitterness,Agent Attribute:State,ATTRIBUTE,probe,2.0,24
33,instrument,violin,,,Functional,CLASS-INCLUSION,example,,25
33,weapon,spear,,,Functional,CLASS-INCLUSION,example,,25
33,beverage,water,,,Functional,CLASS-INCLUSION,example,,25
33,meat,ham,,,Functional,CLASS-INCLUSION,example,,25
33,dairy,cheese,cheese,cow,Functional,CLASS-INCLUSION,probe,1.0,25
