relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
58,배지,권위,,,Sign:Significant (Korean Localized),REFERENCE,example,,22
58,일몰,저녁,,,Sign:Significant (Korean Localized),REFERENCE,example,,22
58,웃음,즐거움,즐거움,킥킥거림,Sign:Significant (Korean Localized),REFERENCE,probe,1.0,22
-1,baseline,baseline,,,baseline,baseline,baseline,,23
34,포크,먹다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,24
34,가스레인지,요리하다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,24
34,그물,잡다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,24
34,빠루,비집다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,24
34,면도기,면도하다,긁다,면도하다,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,probe,2.0,24
58,사투리,출신지,,,Sign:Significant (Korean Localized),REFERENCE,example,,25
58,노란불,주의,,,Sign:Significant (Korean Localized),REFERENCE,example,,25
58,해골,죽음,,,Sign:Significant (Korean Localized),REFERENCE,example,,25
58,고드름,혹한,,,Sign:Significant (Korean Localized),REFERENCE,example,,25
58,의사봉,질서,질서,망치,Sign:Significant (Korean Localized),REFERENCE,probe,1.0,25
