relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
26,upset,distraught,,,Dimensional Excessive,SIMILAR,example,,16
26,particular,fussy,,,Dimensional Excessive,SIMILAR,example,,16
26,drinking,guzzling,guzzling,straw,Dimensional Excessive,SIMILAR,probe,1.0,16
-1,baseline,baseline,,,baseline,baseline,baseline,,17
19,bunch,grape,,,Collection:Member,PART-WHOLE,example,,18
19,discography,album,,,Collection:Member,PART-WHOLE,example,,18
19,archipelago,island,,,Collection:Member,PART-WHOLE,example,,18
19,pride,lion,,,Collection:Member,PART-WHOLE,example,,18
19,caravan,camel,desert,camel,Collection:Member,PART-WHOLE,probe,2.0,18
36,chick,eggshell,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,19
36,newlywed,singlehood,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,19
36,refugee,home,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,19
36,graduate,homework,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,19
36,master,apprenticeship,apprenticeship,workshop,Item:Ex-part/Ex-possession,PART-WHOLE,probe,1.0,19
26,sadness,depression,,,Dimensional Excessive,SIMILAR,example,,20
26,attraction,lust,,,Dimensional Excessive,SIMILAR,example,,20
26,stream,torrent,,,Dimensional Excessive,SIMILAR,example,,20
26,sad,despondent,,,Dimensional Excessive,SIMILAR,example,,20
26,proud,vain,trophy,vain,Dimensional Excessive,SIMILAR,probe,2.0,20
54,antibiotic,infection,,,Prevention,CAUSE-PURPOSE,example,,21
54,helmet,concussion,,,Prevention,CAUSE-PURPOSE,example,,21
54,water,thirst,,,Prevention,CAUSE-PURPOSE,example,,21
54,cork,spillage,,,Prevention,CAUSE-PURPOSE,example,,21
54,leash,escape,escape,collar,Prevention,CAUSE-PURPOSE,probe,1.0,21
36,riverbed,water,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,22
36,ruin,grandeur,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,22
36,predecessor,power,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,22
36,fossil,life,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,22
36,pedestal,statue,statue,square,Item:Ex-part/Ex-possession,PART-WHOLE,probe,1.0,22
-1,baseline,baseline,,,baseline,baseline,baseline,,23
26,tall,towering,,,Dimensional Excessive,SIMILAR,example,,24
26,pleased,thrilled,,,Dimensional Excessive,SIMILAR,example,,24
26,flame,inferno,,,Dimensional Excessive,SIMILAR,example,,24
26,jogging,sprinting,,,Dimensional Excessive,SIMILAR,example,,24
26,large,enormous,elephant,enormous,Dimensional Excessive,SIMILAR,probe,2.0,24
19,troupe,dancer,,,Collection:Member,PART-WHOLE,example,,25
19,quiver,arrow,,,Collection:Member,PART-WHOLE,example,,25
19,museum,artifact,,,Collection:Member,PART-WHOLE,example,,25
19,bouquet,flower,,,Collection:Member,PART-WHOLE,example,,25
19,guild,artisan,tool,artisan,Collection:Member,PART-WHOLE,probe,2.0,25
