relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
4,펴다,구겨지다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,11
4,떨어뜨리다,미끄럽다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,11
4,넓히다,좁다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,11
4,포장을 풀다,포장되다,포장되다,생일,Action:Object Attribute (Korean Localized),ATTRIBUTE,probe,1.0,11
14,접시,쟁반,,,Attribute Similarity (Korean Localized),SIMILAR,example,,12
14,키보드,계산기,,,Attribute Similarity (Korean Localized),SIMILAR,example,,12
14,강,개울,,,Attribute Similarity (Korean Localized),SIMILAR,example,,12
14,지도,지구본,,,Attribute Similarity (Korean Localized),SIMILAR,example,,12
14,종이,양피지,양피지,쓰레기,Attribute Similarity (Korean Localized),SIMILAR,probe,1.0,12
6,재봉사,드레스,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,13
6,영업사원,판매,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,13
6,과외교사,이해,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,13
6,의사,건강증진,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,13
6,절도범,훔친물건,창문,훔친물건,Agent:Goal (Korean Localized),CAUSE-PURPOSE,probe,2.0,13
62,평일,통근,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,14
62,학창시절,백팩,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,14
62,독감철,티슈,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,14
62,영아기,쪽쪽이,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,14
62,저녁,노을,노을,해돋이,Time Associated Item (Korean Localized),SPACE-TIME,probe,1.0,14
4,보상하다,마땅하다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,15
4,느슨하게 하다,빡빡하다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,15
4,수리하다,고장나다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,15
4,철거하다,철거 대상이다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,15
4,위로하다,아프다,아프다,피곤하다,Action:Object Attribute (Korean Localized),ATTRIBUTE,probe,1.0,15
-1,baseline,baseline,,,baseline,baseline,baseline,,16
14,시계,해시계,,,Attribute Similarity (Korean Localized),SIMILAR,example,,17
14,돔,우산,,,Attribute Similarity (Korean Localized),SIMILAR,example,,17
14,왕관,모자,,,Attribute Similarity (Korean Localized),SIMILAR,example,,17
14,나무,관목,,,Attribute Similarity (Korean Localized),SIMILAR,example,,17
14,반지,고리,고리,손가락,Attribute Similarity (Korean Localized),SIMILAR,probe,1.0,17
4,섭취하다,식용이다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,18
4,격려하다,낙담하다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,18
4,구조하다,고립되다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,18
4,희석하다,진하다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,18
4,매끈하게 하다,거칠다,거칠다,사포,Action:Object Attribute (Korean Localized),ATTRIBUTE,probe,1.0,18
62,육아,수면부족,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,19
62,사춘기,호르몬,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,19
62,점심시간,도시락,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,19
62,이사날,상자,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,19
62,수련회,모닥불,모닥불,크리스마스양말,Time Associated Item (Korean Localized),SPACE-TIME,probe,1.0,19
6,양조사,맥주,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,20
6,철학자,지혜,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,20
6,직조공,옷감,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,20
6,선교사,전도,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,20
6,구두쇠,재산,재산,예산,Agent:Goal (Korean Localized),CAUSE-PURPOSE,probe,1.0,20
4,정복하다,저항이 강하다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,21
4,말리다,젖다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,21
4,밝히다,어둡다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,21
4,탐험하다,미개척이다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,21
4,풀어주다,갇히다,문,갇히다,Action:Object Attribute (Korean Localized),ATTRIBUTE,probe,2.0,21
-1,baseline,baseline,,,baseline,baseline,baseline,,22
6,방화범,불,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,23
6,변호사,정의,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,23
6,댄서,박수,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,23
6,간호사,회복,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,23
6,은둔자,고독,숲,고독,Agent:Goal (Korean Localized),CAUSE-PURPOSE,probe,2.0,23
14,카메라,눈,,,Attribute Similarity (Korean Localized),SIMILAR,example,,24
14,톱,가위,,,Attribute Similarity (Korean Localized),SIMILAR,example,,24
14,거울,호수,,,Attribute Similarity (Korean Localized),SIMILAR,example,,24
14,램프,태양,,,Attribute Similarity (Korean Localized),SIMILAR,example,,24
14,서랍장,옷장,옷장,침실,Attribute Similarity (Korean Localized),SIMILAR,probe,1.0,24
4,변형하다,유연하다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,25
4,복원하다,손상되다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,25
4,채우다,비다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,25
4,가지치기하다,무성하다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,25
4,진정시키다,흥분하다,숨쉬다,흥분하다,Action:Object Attribute (Korean Localized),ATTRIBUTE,probe,2.0,25
