relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
31,눈가늘게뜨기,의심,,,Expression (Korean Localized),REFERENCE,example,,13
31,미소,기쁨,,,Expression (Korean Localized),REFERENCE,example,,13
31,칭얼거리기,불만족,,,Expression (Korean Localized),REFERENCE,example,,13
31,안절부절못하기,초조함,초조함,지루함,Expression (Korean Localized),REFERENCE,probe,1.0,13
20,옥수수껍질,옥수수알,,,Concealment (Korean Localized),REFERENCE,example,,14
20,모자,머리카락,,,Concealment (Korean Localized),REFERENCE,example,,14
20,수풀,동물,,,Concealment (Korean Localized),REFERENCE,example,,14
20,눈,발자국,,,Concealment (Korean Localized),REFERENCE,example,,14
20,위장,군인,숲,군인,Concealment (Korean Localized),REFERENCE,probe,2.0,14
8,일러스트레이터,일러스트,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,15
8,화가,그림,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,15
8,방적공,실,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,15
8,목공,수납장,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,15
8,음악가,멜로디,멜로디,포스터,Agent:Object (Korean Localized),CASE RELATIONS,probe,1.0,15
31,울기,애도,,,Expression (Korean Localized),REFERENCE,example,,16
31,헐떡거리기,과로,,,Expression (Korean Localized),REFERENCE,example,,16
31,절,존경,,,Expression (Korean Localized),REFERENCE,example,,16
31,인상찌푸리기,슬픔,,,Expression (Korean Localized),REFERENCE,example,,16
31,씩웃음,우쭐함,우쭐함,입,Expression (Korean Localized),REFERENCE,probe,1.0,16
28,시작,끝,,,Directional (Korean Localized),CONTRAST,example,,17
28,상단,하단,,,Directional (Korean Localized),CONTRAST,example,,17
28,여기,저기,,,Directional (Korean Localized),CONTRAST,example,,17
28,동틀녘,해질녘,,,Directional (Korean Localized),CONTRAST,example,,17
28,오르막,내리막,내리막,위로,Directional (Korean Localized),CONTRAST,probe,1.0,17
8,안무가,안무,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,18
8,유리공예가,장식품,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,18
8,퀼터,퀼트,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,18
8,와인메이커,와인,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,18
8,배관공,파이프,파이프,싱크대,Agent:Object (Korean Localized),CASE RELATIONS,probe,1.0,18
20,암호화,데이터,,,Concealment (Korean Localized),REFERENCE,example,,19
20,미로,출구,,,Concealment (Korean Localized),REFERENCE,example,,19
20,앞치마,옷,,,Concealment (Korean Localized),REFERENCE,example,,19
20,마스크,얼굴,,,Concealment (Korean Localized),REFERENCE,example,,19
20,나무상자,화물,화물,트럭,Concealment (Korean Localized),REFERENCE,probe,1.0,19
-1,baseline,baseline,,,baseline,baseline,baseline,,20
28,상행,하행,,,Directional (Korean Localized),CONTRAST,example,,21
28,북쪽행,남쪽행,,,Directional (Korean Localized),CONTRAST,example,,21
28,가깝다,멀다,,,Directional (Korean Localized),CONTRAST,example,,21
28,윗쪽,아랫쪽,,,Directional (Korean Localized),CONTRAST,example,,21
28,머리,꼬리,꼬리,생각하다,Directional (Korean Localized),CONTRAST,probe,1.0,21
8,영화제작자,영화,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,22
8,용접공,용접토치,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,22
8,기자,기사,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,22
8,광부,곡괭이,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,22
8,구두수선공,구두,가게,구두,Agent:Object (Korean Localized),CASE RELATIONS,probe,2.0,22
20,베일,얼굴,,,Concealment (Korean Localized),REFERENCE,example,,23
20,칼집,칼날,,,Concealment (Korean Localized),REFERENCE,example,,23
20,금고,귀중품,,,Concealment (Korean Localized),REFERENCE,example,,23
20,연막,후퇴,,,Concealment (Korean Localized),REFERENCE,example,,23
20,유머,고통,코미디언,고통,Concealment (Korean Localized),REFERENCE,probe,2.0,23
-1,baseline,baseline,,,baseline,baseline,baseline,,24
8,유아,크레용,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,25
8,열쇠공,열쇠,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,25
8,작가,이야기,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,25
8,소설가,소설책,,,Agent:Object (Korean Localized),CASE RELATIONS,example,,25
8,만화가,만화,출판사,만화,Agent:Object (Korean Localized),CASE RELATIONS,probe,2.0,25
