relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
31,어깨으쓱이기,무관심,,,Expression (Korean Localized),REFERENCE,example,,17
31,자랑하기,자부심,,,Expression (Korean Localized),REFERENCE,example,,17
31,삐치기,원망,,,Expression (Korean Localized),REFERENCE,example,,17
31,한숨,탈진,,,Expression (Korean Localized),REFERENCE,example,,17
31,고개끄덕이기,동의,인사,동의,Expression (Korean Localized),REFERENCE,probe,2.0,17
2,낚시하다,잡다,,,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,example,,18
2,파다,드러내다,,,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,example,,18
2,시위하다,개혁하다,,,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,example,,18
2,쉬다,회복하다,,,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,example,,18
2,투자하다,수익내다,주식,수익내다,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,probe,2.0,18
-1,baseline,baseline,,,baseline,baseline,baseline,,19
55,단어,약어,,,Representation (Korean Localized),REFERENCE,example,,20
55,회의,회의록,,,Representation (Korean Localized),REFERENCE,example,,20
55,문명,유적,,,Representation (Korean Localized),REFERENCE,example,,20
55,정체성,아바타,,,Representation (Korean Localized),REFERENCE,example,,20
55,기분,이모지,이모지,문자,Representation (Korean Localized),REFERENCE,probe,1.0,20
31,문쾅닫기,격분,,,Expression (Korean Localized),REFERENCE,example,,21
31,휘파람,명랑함,,,Expression (Korean Localized),REFERENCE,example,,21
31,까치발로걷기,조심,,,Expression (Korean Localized),REFERENCE,example,,21
31,빤히보기,호기심,,,Expression (Korean Localized),REFERENCE,example,,21
31,비명지르기,위기감,비명,위기감,Expression (Korean Localized),REFERENCE,probe,2.0,21
37,책,책등,,,Item:Topological Part (Korean Localized),PART-WHOLE,example,,22
37,창문,창턱,,,Item:Topological Part (Korean Localized),PART-WHOLE,example,,22
37,강,삼각주,,,Item:Topological Part (Korean Localized),PART-WHOLE,example,,22
37,집,부엌,,,Item:Topological Part (Korean Localized),PART-WHOLE,example,,22
37,침대,머리판,머리판,잠,Item:Topological Part (Korean Localized),PART-WHOLE,probe,1.0,22
55,전쟁,다큐멘터리,,,Representation (Korean Localized),REFERENCE,example,,23
55,양,숫자,,,Representation (Korean Localized),REFERENCE,example,,23
55,범죄,사건보고서,,,Representation (Korean Localized),REFERENCE,example,,23
55,할로윈,호박등,,,Representation (Korean Localized),REFERENCE,example,,23
55,역사,기록,기록,과거,Representation (Korean Localized),REFERENCE,probe,1.0,23
2,놀다,즐기다,,,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,example,,24
2,단식하다,해독하다,,,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,example,,24
2,초대하다,모으다,,,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,example,,24
2,연습하다,숙달하다,,,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,example,,24
2,잠그다,보호하다,봉인하다,보호하다,Action/Activity:Goal (Korean Localized),CAUSE-PURPOSE,probe,2.0,24
37,발,뒤꿈치,,,Item:Topological Part (Korean Localized),PART-WHOLE,example,,25
37,도로,갓길,,,Item:Topological Part (Korean Localized),PART-WHOLE,example,,25
37,손,손바닥,,,Item:Topological Part (Korean Localized),PART-WHOLE,example,,25
37,팔,팔꿈치,,,Item:Topological Part (Korean Localized),PART-WHOLE,example,,25
37,절벽,끝,끝,바위,Item:Topological Part (Korean Localized),PART-WHOLE,probe,1.0,25
